rewards,action
-108.16301,-0.6773739457130432
-113.75373,-0.620844304561615
-119.17765,-0.6140928864479065
-113.926796,0.502660870552063
-109.54491,0.8894540071487427
-103.931015,0.7364957332611084
-100.6981,0.01507580280303955
-101.76435,-0.36638712882995605
-99.98803,-0.0012528300285339355
-96.56002,0.3698136806488037
-100.61098,-0.9409745931625366
-95.563835,0.3174920082092285
-96.089165,-0.2897801399230957
-91.8429,0.5154743194580078
-87.851494,0.5426311492919922
-92.26713,-0.9504282474517822
-89.71976,0.0681389570236206
-85.450195,0.6692068576812744
-81.29629,0.5375275611877441
-77.88517,0.3504713773727417
-81.694595,-0.742625892162323
-89.31954,-0.9130284786224365
-79.812096,0.7087924480438232
-74.58651,0.48645079135894775
-73.82134,-0.21639728546142578
-68.95038,0.6304339170455933
-70.695465,-0.6554828882217407
-78.479515,-0.7963153123855591
-74.086876,0.4727722406387329
-77.15069,-0.36919236183166504
-85.11415,-0.6822936534881592
-92.277405,-0.6709272861480713
-99.84151,-0.7576805353164673
-101.1649,-0.26266902685165405
-95.89015,0.7634134292602539
-97.18471,-0.8974132537841797
-88.82498,0.9299380779266357
-88.68935,-0.5488753318786621
-86.88041,0.28860294818878174
-83.69947,0.9201328754425049
-79.9638,0.8592164516448975
-77.43817,0.4381297826766968
-75.42865,0.6638526916503906
-75.539635,-0.0431784987449646
-73.36758,0.5910067558288574
-71.184685,0.3748708963394165
-72.331696,-0.22295773029327393
-78.94839,-0.8027651309967041
-74.09253,0.5353860855102539
-74.076744,0.035703420639038086
-79.21099,-0.5138147473335266
-74.31317,0.8691102266311646
-75.63645,-0.5940203666687012
-69.69406,0.9700868129730225
-64.85184,0.3809850215911865
-64.46341,-0.2236616611480713
-64.53403,-0.20705056190490723
-70.57954,-0.9479847550392151
-76.08946,-0.715149998664856
-66.951454,0.7192429304122925
-60.77866,0.620363712310791
-61.518353,-0.2789689898490906
-62.20169,0.2179551124572754
-60.76968,0.7407792806625366
-59.043858,0.8790961503982544
-58.575615,0.19062983989715576
-56.80399,0.7370278835296631
-55.915195,0.22961938381195068
-62.624825,-0.8745006918907166
-69.90617,-0.6632539629936218
-71.697495,-0.13793182373046875
-71.37381,0.2732217311859131
-71.957306,-0.07766580581665039
-75.8452,-0.5199214816093445
-71.6332,0.42459654808044434
-75.552505,-0.6017200350761414
-79.19321,-0.1544562578201294
-76.97264,0.9833061695098877
-73.582596,0.755732536315918
-71.5091,0.22939956188201904
-68.11369,0.92441725730896
-69.087166,-0.7031376957893372
-72.597176,-0.47493886947631836
-72.8869,-0.1727883219718933
-75.85471,-0.4442296028137207
-76.76801,-0.044524550437927246
-75.655045,0.8867640495300293
-75.867134,0.06646907329559326
-73.80401,0.9548859596252441
-71.45403,0.6587626934051514
-69.36443,0.8927005529403687
-70.23158,-0.4008713960647583
-68.61345,0.3089778423309326
-65.947105,0.5501210689544678
-64.84383,0.09468555450439453
-64.63093,-0.05509185791015625
-68.53798,-0.64919114112854
-62.881203,0.4419384002685547
-62.910645,-0.47267401218414307
-55.845814,0.9743213653564453
-50.61509,0.9755198955535889
-50.36909,-0.06285911798477173
-53.993202,-0.17824137210845947
-63.35798,-0.9918546676635742
-72.38201,-0.8562440872192383
-79.900375,-0.8267360925674438
-87.283714,-0.88307124376297
-94.333824,-0.8939526677131653
-85.51567,0.9343498945236206
-78.47886,0.4854881763458252
-71.9754,0.9467138051986694
-68.798874,0.32434582710266113
-66.90467,0.9954501390457153
-64.394196,0.9853488206863403
-62.149082,0.2745932340621948
-59.239605,0.848283052444458
-55.59275,0.692864179611206
-53.203403,0.2627089023590088
-50.2114,0.9766653776168823
-47.34818,0.3540503978729248
-49.937164,-0.47392523288726807
-45.17118,0.8509109020233154
-44.39071,-0.07715100049972534
-43.031982,0.7366237640380859
-41.288624,0.730026125907898
-43.92202,-0.46782875061035156
-50.220608,-0.6326984763145447
-55.04772,-0.5480197668075562
-50.257946,0.5645185708999634
-52.24328,-0.7825087308883667
-53.511116,-0.2946023941040039
-48.893097,0.5115468502044678
-44.90379,0.46996796131134033
-50.647133,-0.95279860496521
-54.65922,-0.21367114782333374
-53.306458,0.8654859066009521
-54.69485,-0.2532898187637329
-63.693745,-0.797001838684082
-73.91263,-0.8141041398048401
-81.072105,-0.569426417350769
-89.67485,-0.644471287727356
-86.759796,0.6574156284332275
-90.74439,-0.7056588530540466
-93.6578,-0.31058526039123535
-101.4153,-0.8029010891914368
-96.47077,0.7325363159179688
-96.00312,0.09489083290100098
-102.83699,-0.7095181941986084
-105.03596,-0.21293151378631592
-101.17529,0.8887772560119629
-101.93326,-0.6839587688446045
-96.89986,0.4978952407836914
-94.40769,0.12839829921722412
-93.56439,-0.06894606351852417
-91.914566,0.015062332153320312
-86.395615,0.7376872301101685
-88.16288,-0.6865392923355103
-94.5082,-0.6643384695053101
-98.28841,-0.3965100049972534
-93.50876,0.9219666719436646
-88.803566,0.8850830793380737
-84.38156,0.28364741802215576
-79.64644,0.9237186908721924
-76.25418,-0.05432361364364624
-78.21112,-0.476722776889801
-84.0449,-0.9284988045692444
-76.09523,0.492748498916626
-75.91099,-0.5789919495582581
-67.82606,0.950485110282898
-60.600864,0.8953423500061035
-54.1826,0.9627683162689209
-51.466957,0.02199876308441162
-53.00452,-0.24338895082473755
-48.61006,0.9978549480438232
-44.505848,0.9183306694030762
-46.258705,-0.9740551114082336
-45.234745,-0.024010121822357178
-41.823227,0.9320759773254395
-37.756687,0.48972785472869873
-40.15017,-0.5436807870864868
-35.650745,0.899834156036377
-37.143566,-0.7491813898086548
-32.018867,0.9331475496292114
-29.338219,0.7291020154953003
-28.1377,0.9905657768249512
-26.706295,0.9471008777618408
-24.962439,0.8465979099273682
-22.985859,0.6302187442779541
-23.480978,-0.08010697364807129
-30.435236,-0.8874428272247314
-25.388197,0.5837526321411133
-24.69737,0.9044222831726074
-23.47229,0.8150292634963989
-26.262861,-0.4821903705596924
-24.005564,0.7703864574432373
-25.264357,-0.15975236892700195
-26.19528,0.32559382915496826
-29.498281,-0.2473839521408081
-38.57642,-0.8993930816650391
-32.34281,0.8867135047912598
-29.469297,0.9406973123550415
-30.575747,-0.43154358863830566
-37.415348,-0.6820551156997681
-41.385654,-0.3730248212814331
-42.23718,0.23018157482147217
-49.35125,-0.7632457613945007
-46.894417,0.7481892108917236
-46.65781,0.974092960357666
-49.712383,-0.4635798931121826
-53.514866,-0.15779680013656616
-62.667168,-0.8988767862319946
-56.127,0.867487907409668
-55.42541,-0.33136093616485596
-59.89201,-0.4266262650489807
-68.64868,-0.8383111953735352
-79.222595,-0.9406918287277222
-75.80062,0.22538065910339355
-81.60113,-0.8938055634498596
-85.293365,-0.3750941753387451
-82.87207,0.4478316307067871
-86.05698,-0.46745944023132324
-83.30076,0.5370337963104248
-82.40244,0.9635038375854492
-83.090454,-0.14784318208694458
-82.769966,0.4053223133087158
-84.45157,-0.10662269592285156
-81.7317,0.887622594833374
-79.00543,0.28273260593414307
-84.177376,-0.9216600060462952
-80.69434,0.2607429027557373
-86.86127,-0.8917034864425659
-86.130356,0.10435867309570312
-83.01608,0.7242181301116943
-79.07681,0.5070357322692871
-74.985115,0.594043493270874
-70.88626,0.759589433670044
-74.27613,-0.9849042892456055
-82.091896,-0.8855522274971008
-77.97389,0.18958067893981934
-75.29795,0.34554171562194824
-70.87453,0.920394778251648
-71.09054,-0.9125038981437683
-62.27416,0.976417064666748
-54.941296,0.28598570823669434
-47.713562,0.9302960634231567
-43.192932,0.9145736694335938
-43.679302,-0.3522815704345703
-40.428825,0.8637949228286743
-38.02837,0.6201415061950684
-42.028698,-0.5824810862541199
-45.0563,-0.19573688507080078
-45.697956,0.16804254055023193
-47.3141,-0.0817527174949646
-44.62259,0.6348676681518555
-45.83056,-0.5270439386367798
-44.191303,0.18574309349060059
-43.229458,0.6250851154327393
-42.8505,0.8896297216415405
-44.65929,-0.28790658712387085
-49.938488,-0.44009047746658325
-46.874733,0.5796873569488525
-46.642616,-0.09250378608703613
-43.121593,0.8997776508331299
-39.068336,0.5661189556121826
-39.55547,0.03631091117858887
-39.808537,0.6644347906112671
-45.489223,-0.7621288895606995
-53.68339,-0.6230954527854919
-49.31882,0.9517279863357544
-46.90396,0.37626218795776367
-52.582462,-0.7607501745223999
-53.493294,-0.025237202644348145
-56.77922,-0.20320558547973633
-58.04573,-0.02774643898010254
-64.68986,-0.7999308109283447
-65.41961,-0.20906686782836914
-70.64369,-0.645100474357605
-67.86246,0.1641368865966797
-72.02334,-0.5482159852981567
-72.0667,0.28133463859558105
-72.82178,0.2950313091278076
-77.68089,-0.44487273693084717
-78.58038,0.04187643527984619
-78.527115,0.18355309963226318
-79.08212,0.23477458953857422
-84.84376,-0.4694814085960388
-88.193634,-0.13193351030349731
-86.24866,0.7419396638870239
-85.973015,0.024527668952941895
-92.92163,-0.8072671890258789
-96.68898,-0.3736402988433838
-93.665344,0.6388027667999268
-91.12467,0.7997331619262695
-87.91286,0.8930304050445557
-86.13269,-0.031352221965789795
-88.91239,-0.4283895492553711
-86.18513,0.22819232940673828
-85.34311,-0.09198600053787231
-83.57338,0.05813431739807129
-78.85625,0.6264282464981079
-73.395676,0.7883696556091309
-67.649086,0.6464095115661621
-66.82325,-0.4546559453010559
-62.228817,0.32813525199890137
-56.851814,0.7947862148284912
-57.295315,-0.8959149122238159
-63.867504,-0.9006205201148987
-54.1337,0.8801249265670776
-53.61976,-0.7547586560249329
-60.181664,-0.8774639368057251
-65.009476,-0.7040263414382935
-69.91066,-0.6109946966171265
-64.39664,0.973233699798584
-60.82293,-0.11598491668701172
-63.59748,-0.41570186614990234
-67.83601,-0.41074055433273315
-63.963356,0.8002743721008301
-65.34988,-0.538293719291687
-71.65559,-0.6953576803207397
-64.69039,0.7728970050811768
-61.02732,0.16543614864349365
-57.60704,0.5608124732971191
-57.98993,0.12629950046539307
-57.195778,0.7096693515777588
-56.267887,0.3856239318847656
-54.72474,0.9593464136123657
-52.745552,0.40755748748779297
-52.07301,0.5090727806091309
-52.079502,0.26123690605163574
-50.34743,0.726150393486023
-48.014317,0.5059701204299927
-45.472538,0.6132242679595947
-43.456352,0.48524153232574463
-41.396248,0.9052565097808838
-38.249138,0.8348681926727295
-37.152744,-0.1427539587020874
-41.941185,-0.7478500008583069
-34.334995,0.8015245199203491
-30.293915,0.9493902921676636
-27.634495,0.16667568683624268
-25.723223,0.2775440216064453
-22.975174,0.9182560443878174
-24.683992,-0.7656316161155701
-22.133081,0.3480219841003418
-20.346764,0.8574388027191162
-20.49796,0.07100200653076172
-19.962267,0.6533513069152832
-24.30238,-0.6607010364532471
-26.709864,-0.10113072395324707
-26.37381,0.4611988067626953
-26.032843,0.47698676586151123
-25.934265,0.4399985074996948
-25.401434,0.8598731756210327
-24.760328,0.5855209827423096
-27.601528,-0.11924362182617188
-28.227942,0.47802233695983887
-28.549534,0.46520256996154785
-27.909166,0.8120752573013306
-27.870045,0.13366484642028809
-29.04179,0.05851626396179199
-29.884295,0.3070192337036133
-29.68893,0.6969316005706787
-28.764526,0.805534839630127
-27.908926,0.5895900726318359
-32.106915,-0.5003394484519958
-29.769844,0.6138176918029785
-31.089836,-0.19784080982208252
-29.706942,0.607671856880188
-34.27991,-0.7027720212936401
-33.66205,0.2081514596939087
-32.852226,0.41190004348754883
-35.9897,-0.3704489469528198
-35.02993,0.23945999145507812
-33.941498,0.8586586713790894
-37.880272,-0.6033200025558472
-35.06638,0.8826420307159424
-32.91912,0.5578340291976929
-38.289318,-0.9125277996063232
-46.196938,-0.7114931344985962
-43.1896,0.4566195011138916
-41.88292,0.8411352634429932
-39.12814,0.7675151824951172
-36.71895,0.8912867307662964
-35.297928,0.9047476053237915
-39.407764,-0.8718257546424866
-36.821552,0.5998449325561523
-35.536186,0.823298454284668
-37.098785,-0.35174065828323364
-33.621662,0.9907912015914917
-34.840282,-0.6972362995147705
-30.796322,0.7169513702392578
-28.851065,0.31946563720703125
-29.03746,0.0717782974243164
-26.539045,0.7381290197372437
-25.746435,-0.08787524700164795
-23.233936,0.7458570003509521
-23.18214,0.005055904388427734
-23.021616,0.46428942680358887
-27.485868,-0.5216538310050964
-24.80466,0.9262144565582275
-25.47481,-0.3249996304512024
-24.161304,0.40923595428466797
-25.697866,-0.03255748748779297
-26.206131,0.5096075534820557
-26.116732,0.7812477350234985
-28.439829,-0.17957639694213867
-29.840038,0.17904376983642578
-28.96697,0.8824503421783447
-27.794361,0.7909772396087646
-28.159756,0.06463491916656494
-27.070395,0.7732062339782715
-27.157986,0.15786898136138916
-30.881733,-0.27784013748168945
-28.527374,0.8463568687438965
-32.83739,-0.9854382872581482
-35.050858,-0.211575448513031
-32.944397,0.7835836410522461
-33.30391,-0.09482675790786743
-38.196537,-0.42310523986816406
-42.628113,-0.361519992351532
-49.771427,-0.682631254196167
-44.69247,0.9894490242004395
-45.39552,-0.4592704772949219
-48.751156,-0.32391345500946045
-46.83431,0.2962028980255127
-52.59368,-0.8020077347755432
-55.936604,-0.28370070457458496
-60.51087,-0.3438241481781006
-68.998634,-0.7546582221984863
-65.95537,0.4928560256958008
-65.37224,0.5578348636627197
-64.716354,0.4275106191635132
-64.03569,0.45045697689056396
-63.378105,0.5207115411758423
-66.25258,-0.3437598943710327
-64.01006,0.499514102935791
-62.16361,0.6510624885559082
-62.55399,0.006826639175415039
-60.216423,0.7983372211456299
-61.71061,-0.5314008593559265
-57.456146,0.8832988739013672
-54.785355,0.9188336133956909
-51.74081,0.485461950302124
-50.023483,0.2039707899093628
-46.62704,0.7871066331863403
-45.838535,-0.28730225563049316
-53.045387,-0.8737238645553589
-51.318996,0.08959245681762695
-54.95994,-0.5540101528167725
-51.736713,0.38790440559387207
-48.26644,0.888479471206665
-43.795734,0.7245479822158813
-40.247875,0.29318439960479736
-36.023327,0.8217126131057739
-32.085293,0.7551488876342773
-29.897161,0.9376410245895386
-27.615324,0.7013545036315918
-25.82277,0.9523727893829346
-23.402636,0.8083992004394531
-22.999962,0.12929928302764893
-21.993666,0.6241515874862671
-21.668703,0.47901833057403564
-21.799673,0.4922211170196533
-21.455057,0.7684627771377563
-20.746708,0.922695517539978
-20.826998,0.04423189163208008
-19.940407,0.880673885345459
-18.99701,0.9461965560913086
-17.632696,0.49862539768218994
-18.101349,0.06727004051208496
-16.162746,0.9949772357940674
-14.916525,-0.16701489686965942
-11.623442,0.9266657829284668
-10.047018,0.13939249515533447
-9.575167,0.9531313180923462
-9.025129,0.9160441160202026
-8.584758,0.9275110960006714
-8.293253,0.9272698163986206
-11.693136,-0.4864323139190674
-10.627983,0.7762279510498047
-10.189931,0.9302722215652466
-8.826028,0.794507622718811
-7.6854672,0.9079430103302002
-6.439717,0.7092761993408203
-6.1738358,0.7971129417419434
-5.915506,0.7592452764511108
-5.78066,0.9046140909194946
-5.6968675,0.9710729122161865
-5.266875,0.8246803283691406
-4.898355,0.6884522438049316
-4.599018,0.5953415632247925
-4.3950343,0.5299355983734131
-4.3223867,0.926774263381958
-3.6000152,0.8127360343933105
-3.1839225,0.7727198600769043
-3.1792574,0.8231004476547241
-3.1029983,0.8283085823059082
-3.6445568,0.3257030248641968
-4.480896,0.4426645040512085
-4.9305553,0.4616086483001709
-5.2278423,0.4642312526702881
-5.6536083,0.5677320957183838
-5.8995876,0.8125765323638916
-6.0067844,0.9168972969055176
-5.7358894,0.7347463369369507
-5.8105674,0.6933258771896362
-6.043824,0.8631317615509033
-6.250779,0.42115676403045654
-6.6414537,0.8659836053848267
-6.5312347,0.48946166038513184
-6.6990557,0.8710505962371826
-6.211605,0.7264001369476318
-6.403679,0.4332314729690552
-7.237385,0.42755746841430664
-7.9015737,0.5008509159088135
-8.822644,0.3907589912414551
-9.338642,0.606063961982727
-9.542408,0.671318769454956
-9.52714,0.5693610906600952
-9.597602,0.4370126724243164
-13.034377,-0.26458829641342163
-11.458168,0.9647126197814941
-9.818583,0.6972029209136963
-9.447308,0.7879846096038818
-11.885198,-0.20489299297332764
-11.345133,0.8570393323898315
-11.08272,0.3669055700302124
-14.18208,-0.08720475435256958
-15.097275,0.3504229784011841
-19.957752,-0.371962308883667
-18.690536,0.8125485181808472
-18.109823,0.618515133857727
-17.903734,0.7617111206054688
-17.648365,0.4833946228027344
-17.294333,0.8977174758911133
-17.411226,0.09625768661499023
-17.318254,0.4686802625656128
-17.014877,0.5250968933105469
-17.045637,0.4893447160720825
-19.5083,-0.05993372201919556
-18.914799,0.7240204811096191
-18.147799,0.908501148223877
-17.470753,0.39182305335998535
-17.420967,0.9484555721282959
-17.059595,0.32568180561065674
-16.620295,0.8546655178070068
-15.917333,0.9979809522628784
-14.579139,0.705115795135498
-14.146099,0.9468722343444824
-13.134232,0.9931473731994629
-11.328868,0.8972129821777344
-9.539977,0.9776301383972168
-7.488206,0.6710631847381592
-7.220449,0.91477370262146
-6.901856,0.9384002685546875
-6.6443067,0.9650599956512451
-6.83997,0.2210291624069214
-7.74076,0.2569068670272827
-7.1331716,0.7357110977172852
-6.300227,0.5063581466674805
-6.103526,0.46368277072906494
-5.992513,0.4980961084365845
-6.172218,0.5263228416442871
-7.841516,0.13852596282958984
-7.9736514,0.9487301111221313
-9.789501,-0.20379424095153809
-11.124928,0.30710864067077637
-11.402579,0.7204490900039673
-11.462255,0.8647189140319824
-11.426701,0.9653903245925903
-10.981842,0.8754254579544067
-10.918188,0.9695497751235962
-11.757299,0.029181838035583496
-11.798708,0.9344980716705322
-11.474325,0.9748477935791016
-10.702146,0.6247057914733887
-10.567912,0.6355283260345459
-11.588182,0.16747593879699707
-11.200863,0.6485166549682617
-10.603954,0.9608368873596191
-9.28669,0.8547513484954834
-8.566097,0.9800041913986206
-7.391517,0.8557920455932617
-6.5328135,0.8869338035583496
-5.8702335,0.9951393604278564
-5.7826605,0.13105666637420654
-5.3838735,0.9202791452407837
-4.4294314,0.755834698677063
-3.7238336,0.865896463394165
-3.3980465,0.8467879295349121
-3.2014353,0.6446754932403564
-8.205694,-0.5611981153488159
-7.4307146,0.5490539073944092
-7.604431,0.5298638343811035
-7.718089,0.5890382528305054
-7.915633,0.5318758487701416
-8.289215,0.48507726192474365
-8.36013,0.8817175626754761
-8.417967,0.26474881172180176
-10.118671,0.13749969005584717
-10.562965,0.5968526601791382
-10.930336,0.5126850605010986
-11.276033,0.9137191772460938
-10.93369,0.5942897796630859
-11.142584,0.8600324392318726
-10.83476,0.6982098817825317
-11.040784,0.44495272636413574
-11.251233,0.7313666343688965
-11.305171,0.8216614723205566
-11.285087,0.8484135866165161
-11.097223,0.6441783905029297
-11.130378,0.5980786085128784
-10.88336,0.8070305585861206
-9.955543,0.7423110008239746
-8.834422,0.8621470928192139
-7.5989203,0.9566066265106201
-6.5020585,0.512474775314331
-10.638174,-0.39426201581954956
-9.56433,0.6663621664047241
-9.458182,0.9487056732177734
-8.396013,0.9452241659164429
-7.09942,0.9666812419891357
-5.7148075,0.862274169921875
-5.6655784,0.3492763042449951
-5.762524,0.8539479970932007
-5.6538777,0.9540625810623169
-5.2538404,0.949230432510376
-4.635115,0.9047704935073853
-4.3982205,0.9429936408996582
-4.0790095,0.4724559783935547
-4.328451,0.903833270072937
-3.8705485,0.835638165473938
-3.6878786,0.4721701145172119
-4.053004,0.9787091016769409
-3.6440191,0.8622827529907227
-3.6559968,0.9588959217071533
-3.5206864,0.9798716306686401
-4.155736,0.030161738395690918
-3.8784642,0.9094963073730469
-3.2091675,0.9852588176727295
-2.657274,0.9042434692382812
-2.4382553,0.8995532989501953
-2.4970365,0.9845396280288696
-2.1743498,0.9209043979644775
-1.738476,0.7605371475219727
-1.7541474,0.6257128715515137
-2.2535732,0.4698904752731323
-2.7258334,0.9317848682403564
-4.7876787,-0.21352767944335938
-6.0110946,0.32032155990600586
-6.2191615,0.8174266815185547
-6.0950136,0.8661158084869385
-5.6462493,0.768388032913208
-5.656956,0.4443448781967163
-7.5319242,0.1079857349395752
-9.808548,0.10314595699310303
-9.922175,0.9811911582946777
-8.962148,0.6300638914108276
-8.554917,0.7202886343002319
-8.541701,0.9465354681015015
-9.61075,-0.04799532890319824
-10.576407,0.37684333324432373
-10.700694,0.7539879083633423
-10.805939,0.4719657897949219
-10.953132,0.6407800912857056
-10.96467,0.9207961559295654
-10.404925,0.4893016815185547
-10.25666,0.7029099464416504
-10.085236,0.8829507827758789
-9.56328,0.7793540954589844
-9.076255,0.9124660491943359
-8.374519,0.9581567049026489
-7.825243,0.8520197868347168
-8.011749,0.34515583515167236
-8.061524,0.8393877744674683
-7.362373,0.6374738216400146
-6.6434536,0.7566632032394409
-7.6159906,-0.06830412149429321
-9.194154,0.20567476749420166
-9.669308,0.5443968772888184
-12.731619,-0.1659679412841797
-12.306905,0.675894021987915
-11.656032,0.8299999237060547
-10.672894,0.9625623226165771
-14.268417,-0.8264328241348267
-11.676345,0.9032191038131714
-11.2322035,0.983090877532959
-11.419565,0.03463256359100342
-11.2275715,0.8531696796417236
-11.755844,0.11992526054382324
-11.782654,0.9486639499664307
-11.458799,0.9923734664916992
-10.738719,0.49617159366607666
-11.702766,0.26256537437438965
-11.73272,0.8847517967224121
-11.342855,0.9372686147689819
-10.650518,0.6210439205169678
-10.697851,0.9659202098846436
-11.407813,-0.08016204833984375
-10.941481,0.6614056825637817
-10.107857,0.5097033977508545
-10.246278,0.18981480598449707
-8.710075,0.765356183052063
-7.767125,0.618645191192627
-8.902254,0.20711171627044678
-10.472745,0.20195245742797852
-11.822348,0.24636971950531006
-12.001125,0.7040145397186279
-11.722136,0.5997747182846069
-11.376352,0.8971492052078247
-11.082409,0.96575927734375
-10.888001,0.9437401294708252
-10.388137,0.6644693613052368
-10.568468,0.9959144592285156
-9.800152,0.47830116748809814
-9.928448,0.8228610754013062
-9.747591,0.8206150531768799
-9.874614,0.9699819087982178
-9.400201,0.7728146314620972
-9.476017,0.9703114032745361
-8.82417,0.9769392013549805
-7.93748,0.9731910228729248
-7.0827312,0.9512429237365723
-6.4593997,0.9858778715133667
-5.979563,0.9931244850158691
-5.129743,0.8255053758621216
-4.440534,0.487318754196167
-3.6431353,0.7868434190750122
-2.7003033,0.9840854406356812
-2.4931178,0.22853529453277588
-2.7418504,0.831440806388855
-4.1139665,-0.024129271507263184
-13.063664,-0.858810544013977
-9.976508,0.62530517578125
-9.710329,0.7734740972518921
-9.5593,0.3478269577026367
-13.183016,-0.26654767990112305
-12.075197,0.9138838052749634
-11.389369,0.9400274753570557
-10.435214,0.5498698949813843
-10.35899,0.9266455173492432
-9.609662,0.689149022102356
