rewards
-86.94180815364687
-78.67499078531294
-72.94349585446844
-66.88719463810699
-63.52688646121112
-62.436645494721006
-58.98227362104362
-55.23864168035333
-52.79916801706427
-51.06980696135258
-47.117772259392865
-46.25824313293515
-43.13469759366957
-41.11037855517775
-41.60686310592727
-40.518955644666775
-38.188769861422976
-35.25744499302448
-36.15645008919801
-32.68582113705984
-30.756477695444325
-31.595786069321733
-31.188072406742016
-30.327823263182808
-29.58253183698188
-26.751119785331788
-24.63309964653455
-24.758861478222258
-24.48832479449281
-23.915631958197196
-23.613320635039045
-21.24362591229466
-20.545874388128073
-20.551448936688235
-18.87732537025158
-19.95196747641241
-18.053765028925397
-19.382872717870278
-18.277616898892596
-16.96572347317446
-17.21508378824836
-15.45355727105406
-15.383791412792355
-15.212482694039617
-13.420984334535326
-12.891860984572071
-14.74557336636953
-14.655524048300236
-11.340971050361322
-12.999982335762098
-10.456137116995462
-9.847987990120538
-9.163177040094016
-9.348002186897466
-11.457376029164877
-8.49137502029852
-8.568411040075139
-7.948052305316427
-12.699785711310616
-10.907512847852939
-11.201138502502728
-10.117849970273303
-7.864864558828606
-7.417651505631696
-6.837134812036807
-8.548416286994257
-9.671997625136418
-8.375759533467193
-7.373639193464072
-5.158082428393452
-5.211878919112627
-7.389986576144027
-5.654434454036661
-4.96568978890422
-7.037100476939812
-5.469958395841924
-4.498114639700917
-4.477584239592396
-5.38896450204585
-8.578959786675457
-8.423436021501768
-6.3121727394905065
-5.729244823810724
-7.3956965211875065
-6.2214671682863045
-4.695460240073304
-6.06834194765432
-5.431108229250966
-5.485807123858771
-3.8604621456719155
-2.651796526481341
-3.4905584070141944
-4.840344899320971
-4.69955908545986
-2.729393545680423
-2.621422749050029
-2.510630646703599
-3.898795568798221
-3.8170612099684385
-3.0253318660715713
-3.5625928531757634
-4.5682909666964076
-6.317088874717003
-1.8415028387469814
-2.1990184227498037
-1.4083119124649146
-4.060980551569931
-4.698591394507332
-5.394393180239
-2.5543098028451787
-1.352493603725077
-4.0844325740773995
-1.5257293584953238
-3.4244561415757575
-4.074989299520601
-5.996297223655125
-1.4795480426347032
-3.357875918328301
-3.336179616504543
-1.3202908140234304
-1.5686891453336955
-1.5747619498318854
-1.435131022083291
-2.898902355793022
-3.4749524867333066
-1.9419796803835176
-3.011314827913738
-1.40762482516427
-1.1764490998379085
-2.239263269020971
-1.885096918068096
-3.0232560858412323
-3.03049088027262
-1.2495318026661286
-0.9636640557690332
-4.706244702673913
-5.483247615800142
-4.625026883989516
-3.358816347710377
-2.5969705221618
-1.7591072737729356
-1.1148322193818934
-1.819320119707375
-2.648014489241139
-1.6979709231202955
-1.9026525601434319
-3.1759984014697777
-3.5595118213137114
-3.6594877130070684
-5.7140118253989725
-3.876537236276673
-1.7709632940759832
-4.63371755782814
-2.872884394275987
-2.698973519335576
-3.5911487886143556
-4.703292287247343
-3.5529089735588735
-4.4449915738714605
-3.9489820224517107
-2.614741299451113
-3.6968138574364575
-1.0621126846578135
-4.880595095571868
-5.425150177558685
-3.8480705408264906
-2.2319956172689572
-1.411121704177905
-1.2250699991279739
-1.9586390385862378
-3.790463851830607
-3.724929755302618
-4.834944133042924
-1.383440344319745
-2.840936870913506
-3.0033245166541946
-3.8935313911065728
-2.1047449296129583
-1.473742362122108
-3.9287567292857233
-3.411440499543746
-1.2916166167303411
-2.957945984082226
-4.334374635668458
-2.626144319953715
-5.970227547385341
-3.5811599197846156
-3.612494328952884
-3.4035601952680485
-3.6271627018274963
-1.2048496014271015
-3.622761106143927
-5.827443606502874
-2.8022251019974753
-2.3157599576996093
-1.254274682540544
-0.6877531430625332
-0.9252896605788711
-0.5947540349896323
-2.904913118846729
-2.357254393586704
-5.107402588139792
-1.6852233246716375
-0.7402301146739709
-1.1435501002828632
-3.721067644790689
-3.230022484868353
-3.0223186727553264
-3.0497761882247163
-2.9657139222639124
-2.0396666234084173
-1.3869920910207378
-2.6983962317790957
-1.015608427563918
-1.8316145958746242
-1.8662176157688855
-3.028408862248539
-3.1941260302169825
-0.6477724269168028
-3.671419048120318
-2.918362332724343
-1.1484898549582452
-1.1248499203758833
-3.616905449536517
-3.8338302295548403
-3.705403802662712
-1.22069230422892
-2.365121793536606
-2.3347661187678304
-1.6438401073389766
-3.0103643990704168
-2.451336706947451
-1.4189924133171314
-3.726472836928391
-2.742419853017555
-2.3919125250116666
-1.8203094720302182
-2.337360326865822
-0.7560217570725947
-3.252823619751015
-1.872616438413764
-3.644052488912307
-2.780920443004194
-2.341057643323677
-2.1506142026802477
-1.905132903087242
-0.8072302535702526
-1.9275031199895474
-1.7197247962470756
-3.270654964492544
-2.276449540316337
-3.1137982490533758
-5.231397342450093
-4.216647344511728
-3.422459086802083
-3.5364054035041494
-5.01756249899424
-3.2609138666394815
-3.794982698305087
-3.4327088265135846
-1.7759945534521089
-2.1926576694948627
-3.280538205830147
-1.5832120335848348
-3.9334927145921212
-1.8115522483577091
-3.348504492466729
-2.7895336889397
-2.3606491113797063
-3.8460331244435118
-2.541035958122279
-0.9184279981453346
-2.3423191056183112
-3.5283908512835724
-2.7845181488302524
-2.5106341542359387
-3.2144201938681696
-3.320576168830632
-4.435669020600602
-5.761792689770969
-1.5569274186870334
-3.662375973452446
-2.294625915489425
-2.5104390211068264
-1.4170491077407825
-1.952416041263693
-0.9650301557779243
-1.8111113055131083
-2.1729965872774066
-1.8357832190505927
-1.2535986189063661
-3.1857127929944347
-1.2512355959942787
-4.3317577050923095
-5.681616151399539
-4.9808162172785835
-2.376423499804832
-4.2195336854343815
-1.4956124455519195
-3.0867499443896502
-3.9766037258558073
-2.921409820416902
-2.7845917403484424
-2.596115249540716
-2.5150147852624145
-4.120256297848274
-4.399114167474089
-2.3139474716580892
-3.0732580998507526
-1.5667436068766079
-4.178556638139209
-1.4438770924185382
-5.121356765327164
-2.791187048731466
-3.0475819827803834
-3.989683418828961
-3.7150165260631294
-3.4131804056861266
-1.5266614019021931
-2.783478644004371
-3.9613268014146517
-3.206789381283597
-0.9282293042939921
-1.9550320641146084
-4.3593438765540204
-4.827805866038819
-1.4977527855718367
-2.987030447772038
-3.4631553182874115
-4.198959478509311
-3.5174360309115347
-6.315447920251785
-6.100274001486277
-3.7454126900182225
-3.7396869145730274
-4.2634951716943394
-2.3636742032024958
-2.098397064491802
-1.5135246020324724
-4.373213970802051
-3.6791127646864723
-3.546400093119524
-2.225996260382172
-2.011624177181371
-0.6981177164158154
-1.119638348151347
-1.1413792755882457
-1.2114496810013105
-3.526078435508297
-1.922361756772418
-1.6713249056317716
-2.64238579080347
-2.2079207657104107
-0.5286124430081345
-0.8053160596031381
-2.6674481617891237
-3.504724154180346
-3.086884405417786
-1.9815775514249605
-1.2942970243912275
-2.6045785040329914
-3.9641363605203326
-1.0656872070421266
-3.0286964330463597
-3.5392800701787226
-1.8981245685175885
-6.644048627266081
-2.127153477878912
-5.386626442880498
-1.6869588999906562
-3.2358951182641604
-2.6970712085267046
-2.4490730745376093
-5.669501086238239
-1.4924553623161256
-3.4309769221387523
-0.884415368288089
-2.1850916243573417
-1.9351888075394021
-6.0379582832196546
-2.0948960893543895
-0.7453586398343162
-1.0179875633086999
-1.8181449940525725
-2.460042845569233
-3.8659763623479457
-4.279151903196215
-1.6984459650904804
-2.1720006961361413
-3.0915494940762325
-2.7086213287581717
-3.6410679891032656
-2.770437777849572
-2.578294431212176
-2.285903317076256
-1.3080671707342724
-2.499484575682206
-2.844162251618733
-3.6595090298998394
-1.1665716609822456
-1.0677484683955232
-3.1681980704588018
-2.6737159341777037
-4.268677046099725
-1.7740737988303314
-2.007839606311572
-3.930034018173924
-0.5658639389365288
-0.7873020159304782
-3.6316165148926745
-3.2808236539076594
-4.219907434513665
-1.2475856590978747
-4.70398941317583
-1.8133763231995705
-3.8705530118372327
-1.9585059159122284
-4.479905916184828
-1.547887099644828
-4.126973461080938
-1.8190962228042655
-1.30470065339835
-2.7493664324393574
-2.8411564696548233
-2.081012832789252
-5.517609663963486
-4.752016434738642
-3.7251276037768424
-4.462558627975527
-2.133702572195933
-2.731316889293274
-2.25485026472365
-2.774351007180048
-3.7718569580898427
-1.3805167885015905
-1.7246510987754278
-2.502903735323981
-1.7007393117261078
-4.907902334480042
-3.1958445019783603
-3.4496825717521853
-1.9131364715848096
-1.2625707095860905
-2.1983105222042334
-2.462016222076871
-3.7616122488573867
-4.102174896077134
-6.22608930736392
-1.9759917610117341
-1.345133562307739
-5.179828944459784
-2.96716206474837
-2.271720433613864
-6.70618824300565
-2.2156278366884394
-2.0112946532219285
-2.2079807273718792
-2.7234974255897715
-0.8642036297422641
-3.545427934266538
-4.479417647475177
-2.2739652545112756
-3.417038309931575
-1.5184764923774265
-2.5622300089211487
-5.237619223280245
-3.91259380487534
-1.7233770160314
-4.2725692878366495
-1.6325586811862969
-3.32029509727376
-1.4696017727572839
-0.9422586538353861
-3.8218330708815333
-4.473588040750883
-4.218573378114376
-2.1442563652098734
-2.353607851985487
-3.091015006735491
-2.4842021829180787
-4.175589623601427
-4.092652974293429
-4.440979564845884
-3.8143982912709813
-1.1955746854881144
-3.766924958937867
-1.2742878317718707
-2.4424980967284706
-2.844068363780888
-1.1290173875349072
-1.1132666112137681
-1.1686932809380983
-1.336143775830515
-2.2505723243079823
-2.387788423009712
-2.1828319588546257
-2.0159414053090012
-3.29988929477978
-2.300107849370714
-1.613071620982837
